Misspelled Name,Correct Name
manehari,manbhari
mevp,meva
mukimaj,mukiman
shaqam,shayam
neerv,neeru
vinaysinfh,vinaysingh
harisoe,harison
badsmi,badami
anuspka,anushka
jaiparlash,jaiparkash
ganbai,manbai
pavnfsh,pavnesh
zazrana,nazrana
risiray,risiraj
prymod,pramod
ghiya,shiya
devyaii,devyani
jqta,jeta
babhudev,bashudev
nbncy,nancy
oudhama,sudhama
sidhatt,sidhant
rusam,rusan
abuilasha,abhilasha
ahahib,shahib
aardhka,aardhna
virpaq,virpal
jamshed,jamshed
rubinm,rubina
ganak,nanak
rubse,rubee
rajshrue,rajshree
bugal,bupal
lahbaj,sahbaj
miya,diya
sangmta,sangita
catan,ratan
surexder,surender
sarwmtavm,sarwitavm
bhajji,bhajju
ujjdal,ujjwal
ruysar,ruksar
jakesh,janesh
mhli,mili
pavid,javid
sudhcma,sudhama
dulaq,dular
keba,keta
hajayi,hajari
tripty,tripti
jikahat,nikahat
vtjaya,vijaya
vijah,vijay
nirxat,nirvat
saurpb,saurab
pulpha,puspha
surendeg,surender
ibsha,iesha
abshish,aashish
bhzwana,bhawana
mukmi,musmi
slganti,suganti
husailpreet,husainpreet
schin,sehin
ranila,ramila
aishan,kishan
chhajo,chhano
krltika,kritika
sarbjeyt,sarbjeet
rakat,radat
arijdra,arindra
sudw,suda
thabreen,shabreen
pretf,prete
prrmeshwar,parmeshwar
lekhrhm,lekhram
ksmrulnisha,kamrulnisha
mozanlal,mohanlal
ramaiys,ramaiya
bsavana,bhavana
"amxt,","amit,"
rajpani,rajrani
uaroja,saroja
narbada,narbada
sarbjset,sarbjeet
khfbi,khubi
cuanderpal,chanderpal
uaitun,jaitun
dharmendexa,dharmendera
balneer,balbeer
almina,almina
beeta,beena
ibma,iema
albakpha,albaksha
swokesh,shokesh
ramavtam,ramavtar
vharee,sharee
ashiyr,ashiya
ravrta,ravita
qurmit,gurmit
ridvan,rijvan
mitin,jitin
samdiuddin,sammiuddin
viwita,vinita
bhkgirathi,bhagirathi
rahimutdin,rahimuddin
ridhima,ridhima
nuni,neni
mshar,mohar
kalashf,kalashi
lilatam,lilaram
naveexa,naveeda
chimra,chitra
hifjuk,hifjul
shgdna,shadna
harahat,hararat
foxanta,foranta
iheesa,gheesa
sabrgna,sabrina
praqanta,prasanta
pemarar,pemaram
bjamma,ujamma
viccke,viccky
naaaini,naraini
mairn,mairy
kiomti,kismti
ashjrani,asharani
klmar,kamar
randeez,randeep
jaiparkesh,jaiparkash
mallik,mallik
kgwal,kewal
conyi,sonyi
mrchan,archan
surra,surja
shadpa,shampa
aina,rina
muskaaf,muskaan
prasant,prasant
kewas,kewal
raxd,raud
ramnafh,ramnath
somjal,sompal
pirgesh,birgesh
manrula,majrula
hosizarilal,hosiyarilal
yurucharan,gurucharan
smrits,smriti
anjera,anjara
dadhna,sadhna
prctibha,pratibha
sultgna,sultana
rajender,rajender
magai,magat
satnarayan,satnarayan
emkar,omkar
kcshma,kushma
mapowar,manowar
zaxir,zahir
ulema,ilema
pyaw,pyar
shbnti,shanti
vreydra,vrendra
aishc,aishe
hampda,hamida
vrmla,vimla
zndal,indal
mookab,mookan
debs,deba
yamoti,samoti
acish,alish
harikinhan,harikishan
bhagkana,bhagwana
gexsa,geesa
safat,sanat
moenakashi,meenakashi
shivbhagvqn,shivbhagvan
wosim,mosim
vila,gila
veefo,veero
masqm,masum
rohvan,rohaan
fercy,mercy
ekran,ekram
rasira,rasida
imtxyaz,imtiyaz
slbbab,sabbab
wina,hina
hsrdas,hardas
jagvira,jagviri
saresh,naresh
monii,monti
bittoo,bittoo
lakqmi,lakhmi
najls,najis
vijesder,vijender
ayshana,afshana
ryhimun,rahimun
lavapi,lavali
puriksha,pariksha
bashudgv,bashudev
gulfzsha,gulfasha
mulshshira,mubshshira
sdmsudin,samsudin
namet,namen
kalusinxh,kalusingh
saifalm,saifali
nnkar,unkar
gelran,gulran
iarmati,warmati
ssn,san
pervein,perveen
amrfk,amrik
shlavani,shravani
nnema,neema
axsha,aasha
ghanhyam,ghansyam
dezya,deeya
ariaa,ariba
tijku,tikku
shzshibala,shashibala
vency,nency
kaja,laja
shhnjhan,shanjhan
sanghta,sangeta
zmparkesh,omparkesh
kvshi,kushi
mafeshar,maheshar
naqarana,najarana
faim,faiz
unehlata,snehlata
jaynarayrn,jaynarayan
aasa,aasu
mabful,manful
shyamlal,shyamlal
mahbsob,mahboob
mudmil,muzmil
shekhag,shekhar
ramlash,kamlash
koshac,koshal
chhkno,chhano
ramswaroop,ramswaroop
bustam,rustam
indebnath,indernath
batrsi,batasi
raghucandan,raghunandan
gulajsa,gulabsa
satlanarayan,satyanarayan
puskag,puskar
bhakkni,bhakuni
reshaha,reshama
shabuddwn,shabuddin
soyau,soyab
samima,samima
xabra,sabra
aenu,benu
rasjmi,rashmi
shrhiba,shahiba
ashsrsh,ashsish
hishxm,hisham
palvidder,palvinder
jjdu,jedu
caniram,maniram
aharatlal,bharatlal
bhrkot,bhrkat
rajwnderi,rajenderi
santo,santo
hhil,shil
rebekca,rebecca
sarhib,farhib
mqnoj,manoj
sarmraj,sarfraj
jaa,jay
bobali,babali
hamejt,hament
vatif,aatif
dilkp,dilip
alic,alis
ushp,usha
jaigvna,jaiguna
baggg,bagga
sllauddin,allauddin
fini,hini
gasheen,masheen
bohart,bahart
rashmt,rashmi
sabnf,sabna
dund,dund
fbyaz,fiyaz
suhaguni,suhagini
madjaram,madharam
ibrazeem,ibraheem
sheenb,sheenu
adnit,avnit
msmin,asmin
bhagwen,bhagwan
ziyabxl,ziyabul
rasa,raja
jubedx,jubeda
chana,shana
janil,janid
vazma,nazma
husagn,husain
tinkq,tinku
airjesh,girjesh
nittiw,nittin
jiyty,jioty
renqu,rennu
kaja,kawa
jatram,jairam
tmprkash,omprkash
sanjjt,sanjit
husins,husina
preta,prete
aksmin,aasmin
lbkhwinder,lakhwinder
rarun,harun
bhavissya,bhavishya
naana,naina
ajagar,asagar
nootqn,nootan
khuubu,khusbu
pbdma,padma
tmsnim,tasnim
shripay,shripal
ashiah,ashish
sagrr,sagar
lasami,laxami
parvindur,parvinder
guhreg,gulreg
cchedilal,chhedilal
ybshdhra,yashdhra
chunng,chunnu
samom,samim
akhyesh,akhlesh
amaf,aman
sanoa,sanna
madmu,madhu
fhakshal,fhaishal
qagdai,bagdai
anchrl,anchal
mazhan,mazhar
sudaq,sudan
balcland,balchand
harishes,harishen
yasodha,yasodha
udmi,udai
mzhrul,mahrul
nasrul,nasrul
dhurvesh,dharvesh
nrman,arman
warnakultsuriya,warnakulasuriya
nazmag,nazmaa
amida,amina
mmdhan,madhan
karund,karuna
chhabik,chhabil
diaansu,dipansu
fcza,fiza
minku,manku
deewvn,deewan
hantrm,santrm
keshace,keshave
zishax,zishan
pransis,pransis
bhwdur,bhadur
scfia,sufia
akshpmat,akshpaat
lvv,lav
akshoy,akshay
ardul,abdul
tildkraj,tilakraj
rishw,rishi
pavnegh,pavnesh
kosageya,kosaleya
parsnath,parsnath
mibhalesh,mithalesh
bilaram,lilaram
soraj,suraj
nsuima,nshima
warnakulasuuiya,warnakulasuriya
suprigal,supriyal
asik,asif
amoopama,anoopama
amadin,amarin
shaora,shaira
prbtibha,pratibha
jaiskeen,jaismeen
reshika,rashika
janita,ranita
nemoi,nemsi
afsa,aasa
dipaa,dipak
mbngeshwar,mangeshwar
ueakant,umakant
abiga,abida
gudyg,gudya
rory,rozy
omvger,omveer
racdhan,ramdhan
skmay,samay
himasju,himashu
rukysona,rukhsona
kajish,kasish
ahoj,anoj
smndeep,sandeep
pukkit,pulkit
tampaal,rampaal
taruna,taruna
kunzl,kunal
jayutr,jayuti
mak,mam
frannum,trannum
rajana,rawana
bahira,zahira
rehim,rahim
rauheshyam,radheshyam
hadisoa,hadisha
bushara,bushara
xammta,mammta
khushbarm,khushbari
jagtav,jagtar
salmanhatun,salmakhatun
sayla,sarla
jomtya,jomiya
ajtam,aatam
rudhrn,rudhra
manpyool,manphool
avubhav,anubhav
tajeem,taleem
shoibt,shoiba
veyrmati,veermati
aradhanp,aradhana
cjhantu,chhantu
wimkish,wilkish
bulew,bulet
vikendra,vipendra
dalor,daler
npgendra,nagendra
svdip,sadip
vishhu,vishnu
mukisk,mukish
bunj,kunj
uairi,mairi
oajwar,tajwar
lalwia,laltia
unshum,anshum
oungun,gungun
rohilf,rohila
cdaran,charan
faxm,faim
iaisi,naisi
mozl,mool
shavitai,shavitri
anmar,ammar
guliuta,gulista
legum,begum
xraveena,praveena
shkrib,sharib
taslim,taslim
sajmeey,sajmeen
plrnav,parnav
janakx,janaki
aazsi,aansi
ndt,not
shamshudie,shamshudin
anidha,anisha
namtrta,namarta
zaurab,saurab
hayif,hanif
faqir,faqir
lilacai,lilabai
ounia,punia
healat,hemlat
aanind,aanand
nrocam,nrotam
bhrap,bhrat
assif,aasif
beeaty,beeuty
najranl,najrana
liliyam,wiliyam
lokijdra,lokindra
inaoat,inayat
iarfag,iarfan
mvhtab,mehtab
deypak,deepak
juhewpddin,juhewuddin
vikshr,vikshi
kudtusa,kudtusu
bjndana,bandana
daldev,baldev
nriyaki,priyaki
faihana,farhana
suxer,sumer
ovaash,ovaish
ilwari,itwari
saleer,sameer
kaaati,kaarti
faxan,faran
nathukam,nathuram
ganaantra,gantantra
hitesh,ritesh
udmti,udmai
fozih,fozia
hardvk,hardik
jwlil,jalil
ihimanand,khimanand
pwabhila,prabhila
shahva,shahna
sat,sat
kasufbi,kasumbi
taneay,tanmay
nomr,noor
muna,juna
oagiran,sagiran
kulwunt,kulwant
alijaq,alijan
zhhavi,chhavi
afrxz,afroz
shahica,shahida
tanpal,ranpal
gkan,ghan
pknnet,punnet
kvmjeet,kamjeet
saidas,saidas
mitholesh,mithalesh
harenddr,harender
divyrnsh,divyansh
kijan,kiran
sarvjlet,sarvjeet
hoji,hoti
ravirag,raviraj
balwaw,balwan
cmnda,chnda
lalad,lalan
niyi,niti
krruna,karuna
sshajha,sahajha
tnaji,anaji
acyapad,agyapad
shahnawac,shahnawaz
dadjit,daljit
nxnki,nanki
chzga,choga
zhnni,zhini
sikta,sinta
vidhk,vidhi
barkha,barkha
parvashm,parvashi
julficaf,julficar
aypbe,ayube
hwadhin,swadhin
bifdiya,bindiya
laxminaraan,laxminarain
roiy,rozy
moxam,moham
sudsa,sudha
shakjr,shakar
makisha,manisha
milaz,miraz
reky,reka
deepnabayan,deepnarayan
mifda,midda
azam,azaz
chaantu,chhantu
ppabhat,prabhat
jagzath,jagnath
paomita,parmita
shrbi,shabi
sakrohan,satrohan
naiid,nahid
lapender,tapender
pazo,paro
gotlm,gotam
uohinoor,kohinoor
aaknb,aakib
siddhw,siddhi
labar,babar
nasxul,nasrul
rjmniwas,ramniwas
hhagdoo,jhagdoo
ostkhar,istkhar
lamish,lavish
rajijul,rajibul
vioayanta,vijayanta
cauni,chuni
lokindra,lokindra
arnab,arnab
sangiw,sangit
janakv,janaki
muny,muni
antiy,antim
nhandrashekhar,chandrashekhar
maheth,mahesh
khursheyd,khursheed
banaana,bandana
mouna,moona
abyesha,aayesha
ashisa,ashima
afsena,afsana
hemr,hema
parshna,darshna
shurila,shusila
byda,bada
vuge,vude
miahelash,mithelash
punkuj,pankuj
virayta,vijayta
durkalal,durgalal
sakchaq,sakcham
deelanshi,deepanshi
sucdari,sundari
nazmin,nazmin
auif,arif
deii,deni
mdisan,maisan
syjan,sujan
wasimuidin,wasimuddin
arkala,ankala
sunereet,sunpreet
samado,samadh
isjhar,isthar
hulabsha,gulabsha
aahifun,aarifun
rihi,rahi
ragkbir,raghbir
zeenakshi,meenakshi
hasicullah,hasibullah
maujid,maujim
bapam,balam
anv,anu
rojmvn,rojmen
bhupender,bhupender
guddu,guddu
adhalak,akhalak
doshalya,koshalya
rishai,rishaw
lulari,dulari
aeman,arman
minakxq,minakxi
kale,kale
parkxsh,parkash
saviji,saviti
mitali,mitali
raxu,ranu
kalz,kala
vitak,vitan
koshlyp,koshlya
dipansk,dipansu
bhona,bhola
hardasr,hardass
vasuvi,vasuki
chmga,choga
aoifa,arifa
jainah,jainab
jagxn,jagan
vinshu,vanshu
kelzma,kelama
sauz,saud
mohhtad,mohhmad
buyti,bunti
parxh,parth
gokil,gokul
bhansyam,ghansyam
chhaoo,chhamo
grisana,krisana
aeiq,atiq
maznatha,mahnatha
apsans,apsana
bhanupriya,bhanupriya
vipim,vipin
indyaj,indraj
mansvvi,mansavi
chrwn,chran
namasta,namarta
tarsnnam,tarunnam
himkat,himmat
agot,amot
chhedilcl,chhedilal
jafkumar,jaykumar
kaeunakar,karunakar
resha,nesha
kgjal,kajal
naruaam,naruram
juki,juli
uvmai,udmai
lakshy,lakshy
cwandru,chandru
mahenrar,mahendar
saranjeej,saranjeet
ashrini,ashwini
nsiwani,asiwani
preeny,preety
surenbr,surendr
eehruddin,mehruddin
khursaeed,khursheed
palam,param
niroshh,nirosha
shata,shama
bhavisaga,bhavisaya
tubs,tuba
omparkish,omparkesh
feflxbai,feflibai
whandreshwar,chandreshwar
gvrishchandra,girishchandra
nipu,niru
yogndor,yognder
huiam,hukam
manpira,mandira
ferdous,firdous
jaydd,jayda
saval,kaval
sulail,suhail
muka,ruka
becean,bechan
menapshi,menakshi
keelu,leelu
msyuri,mayuri
aohinandan,abhinandan
navjojt,navjoot
kirwhn,kirshn
chonda,chanda
chetrwm,chetram
hnjrati,hajrati
zganta,uganta
lusmi,luxmi
gendj,gendu
shgid,shaid
fmreen,fareen
tasliwa,taslima
januca,januka
pomjeet,pamjeet
sukhceer,sukhveer
girshari,girdhari
sambhi,sambhu
cachidanand,sachidanand
slrojni,sarojni
dana,nana
atka,atta
waifiya,kaifiya
ounarjyoti,punarjyoti
dandna,sandna
sudcn,sudan
sakuctla,sakuntla
shipri,shipra
anuita,ankita
biean,bigan
mvmt,mamt
acrar,abrar
goha,gora
pabj,pabu
frita,srita
vandano,vandana
sarrjni,sarojni
lbv,luv
captsin,captain
awshif,awshin
rasidl,rasida
sunprett,sunpreet
sahabbulin,sahabbudin
bhauju,bhajju
sehoaj,sehbaj
jsfar,jafar
mxmtaj,mumtaj
hsmida,hamida
keshvi,kesavi
oangram,sangram
vnjesh,vijesh
sadzd,sadod
"amxt,","amit,"
zunkaj,punkaj
tency,nency
ktran,kiran
ravirgj,raviraj
yudhbii,yudhbir
rqshan,roshan
hitebder,hitender
khuaa,khuma
vekaram,vikaram
nirjoa,nirjla
coomic,cosmic
latmi,laxmi
bmngali,bangali
naei,nabi
sparsx,sparsh
sorax,sorab
parm,paru
baleshgar,baleshwar
sukochna,sulochna
jimi,jimi
pramjht,pramjot
kaval,kajal
swapanenh,swapanesh
vitzn,vitan
ansr,ansu
albaksqa,albaksha
naisk,naisi
rudua,rudra
rksida,rasida
nijamudoin,nijamuddin
sgtra,sitra
talit,lalit
negender,nagender
subyiya,subhiya
ybspal,yespal
aoena,amena
fagida,farida
sudjveer,sukjveer
aafik,aanik
balr,bali
dhiran,dhiraj
buddti,buddhi
raa,ram
anjbhav,anubhav
ramscrup,ramswrup
moytu,montu
mnkesh,mukesh
harwinzra,harwindra
iamu,mamu
rajidkr,rajider
rikajudin,riyajudin
dimahe,nimahe
sachcn,sachin
guddibaa,guddibai
meghazaj,megharaj
kapuu,papuu
guqdeep,gurdeep
sumank,sumant
salmayhatun,salmakhatun
mearaj,mehraj
mani,mani
saritf,sarita
sanxan,sanjan
uhabana,shabana
ompdti,ompati
dipz,dipa
bennu,bannu
gqan,ghan
bhagiratyi,bhagirathi
samva,samra
gahsshyam,gahnshyam
suje,suja
sontki,sonaki
tyilock,trilock
fphola,pphola
dildaj,dildar
fashudev,bashudev
vibra,vibha
earku,farku
sumemkra,sumemtra
saqeena,sakeena
mobd,mohd
bindida,bindiya
sieru,sheru
sahabudeen,sahabudeen
varaa,varsa
sithun,mithun
waqeem,waseem
oagib,ragib
menazshi,menakshi
ibhaki,abhaki
naviyd,naviya
shilsp,shilap
bajbala,rajbala
gokur,gokul
satwinddr,satwinder
laxmsnarain,laxminarain
arvi,arti
sahajhv,sahajha
beevty,beeuty
jhilu,shilu
bhawae,bhawan
sarmari,sarbari
asgtr,asgar
solab,sorab
tapab,tapas
saabir,satbir
chnttu,chottu
marssilah,marshilah
pammq,pammy
devbdeen,devideen
afosaf,aoosaf
plyari,piyari
harvindua,harvindra
jaimatx,jaimata
sikender,sikender
saidml,saidul
brajlndra,brajendra
vtkash,vikash
subhdsh,subhash
ohanden,chanden
rpsida,rasida
qargis,nargis
kanul,kabul
birmi,birma
sanjiv,sanjiv
mkhabbat,mohabbat
akjhita,akshita
sohaik,sohaib
zhanweri,bhanweri
ananuram,anantram
uanista,danista
kulsqm,kulsum
chanjen,chanden
beenu,beeru
bhavfa,bhavna
somdoth,somdath
kulwindex,kulwinder
lasu,lalu
ghanshapam,ghanshayam
manzu,mangu
mazhuri,madhuri
noar,noor
rdmdutt,ramdutt
meharuddia,meharuddin
ovaixh,ovaish
ambrdeep,amardeep
neep,deep
rajtnderi,rajenderi
surmyan,surgyan
sapanjeet,saranjeet
ishanx,ishant
ragybir,raghbir
anshlya,anshiya
adf,adi
yadri,badri
rrdhesayam,radhesayam
surjmet,surjeet
movy,mony
shalib,sharib
yhalig,shalig
mannu,munnu
vashsla,vashila
lara,laka
sazlu,saalu
saleta,saweta
aasto,aasto
gurdedp,gurdeep
narpreet,harpreet
rahouma,rahnuma
heeca,heera
japan,jatan
vrresh,viresh
tmena,teena
fauseek,tauseek
mukefh,mukesh
kttwa,katwa
jishnaram,kishnaram
myrshida,murshida
gutmel,gurmel
kazawati,kalawati
anajn,anaji
majiyam,mariyam
omkaj,omkar
suxershan,sudershan
pinru,pinku
rajlish,rajnish
barckha,barakha
sahaj,sahar
adehh,adesh
jaipau,jaipal
bachhestwar,bachheshwar
pappd,pappy
jkgdeesh,jagdeesh
chindi,chandi
shivbuagvan,shivbhagvan
bjeem,bheem
papmu,pappu
drsad,irsad
umasankkr,umasankar
rosaa,rosan
sbrswati,sarswati
bhartendd,bhartendu
smetna,swetna
mazhi,maahi
hrishik,hrithik
jharminder,dharminder
dhuraati,dhurpati
kaptln,kaptan
satpkl,satpal
manmaoh,manmath
abiia,abida
bhartendf,bhartendu
xarun,harun
almj,alma
gandit,pandit
iousin,mousin
harj,barj
alkesm,alkesh
nrki,neki
jaxob,jacob
saaia,saana
pinkek,pinkey
ombrer,ombeer
prahnab,prannab
amrota,amrita
anjuman,anjuman
ashtya,ashiya
sowaq,sowar
mahddevi,mahadevi
vitqn,vitan
monom,monam
jaudev,jaidev
tirlhk,tirlok
satrughaa,satrughan
sumemtra,sumentra
pandit,pandit
ruanbzt,ruanbza
parkasp,parkash
karagdeep,karandeep
nbrwat,nirwat
bwke,bake
parmeshwer,parmeshwar
mrzoo,arzoo
srun,arun
klrban,kurban
dohal,sohal
oajit,rajit
punam,punam
tuplal,ruplal
zammi,zanmi
shnyha,shneha
tavsa,tamsa
panmuti,panmati
shskraji,shokraji
mehfojj,mehfooj
sahkn,sahin
hhmraj,hemraj
